Domain parsed
Problem parsed
Grounding..
Grounding Time: 72
Aibr Preprocessing
|F|:0
|X|:26
|A|:52
|P|:0
|E|:0
H1 Setup Time (msec): 9
Wrong setting for break-ties. Arbitrary tie breaking
Setting horizon to:NaN
804.0: (move_up_right agent2)
805.0: (move_up agent2)
806.0: (move_up agent2)
807.0: (move_up agent2)
808.0: (move_up agent2)
809.0: (move_up agent2)
810.0: (load agent2 tap1)
811.0: (move_down_left agent2)
812.0: (move_down_left agent2)
813.0: (move_down agent2)
814.0: (move_down agent2)
815.0: (move_down agent2)
816.0: (move_down agent2)
817.0: (pour agent2 plant13)
818.0: (move_up_right agent2)
819.0: (move_up agent2)
820.0: (move_up agent2)
821.0: (move_up agent2)
822.0: (move_up_right agent2)
823.0: (move_up agent2)
824.0: (move_up agent2)
825.0: (load agent2 tap1)
826.0: (move_down_left agent2)
827.0: (move_down_left agent2)
828.0: (move_down agent2)
829.0: (move_down agent2)
830.0: (move_down agent2)
831.0: (move_down agent2)
832.0: (pour agent2 plant13)
833.0: (move_up_right agent2)
834.0: (move_up_right agent2)
835.0: (move_up agent2)
836.0: (move_up agent2)
837.0: (move_up agent2)
838.0: (move_up agent2)
839.0: (move_up agent2)
840.0: (load agent2 tap1)
841.0: (move_down_left agent2)
842.0: (move_down_left agent2)
843.0: (move_down agent2)
844.0: (move_down agent2)
845.0: (move_down agent2)
846.0: (move_down agent2)
847.0: (pour agent2 plant13)
848.0: (move_up_left agent2)
849.0: (move_up_right agent2)
850.0: (move_up_right agent2)
851.0: (move_up_right agent2)
852.0: (move_up agent2)
853.0: (move_up agent2)
854.0: (move_up agent2)
855.0: (load agent2 tap1)
856.0: (move_left agent2)
857.0: (move_down_left agent2)
858.0: (move_down_left agent2)
859.0: (move_down_left agent2)
860.0: (move_down_left agent2)
861.0: (move_down agent2)
862.0: (move_down agent2)
863.0: (pour agent2 plant15)
864.0: (move_right agent2)
865.0: (move_right agent2)
866.0: (move_right agent2)
867.0: (move_right agent2)
868.0: (move_right agent2)
869.0: (move_up agent2)
870.0: (move_up agent2)
871.0: (move_up agent2)
872.0: (move_up agent2)
873.0: (move_up agent2)
874.0: (move_up agent2)
875.0: (move_up agent2)
876.0: (load agent2 tap1)
877.0: (move_down_left agent2)
878.0: (move_down_left agent2)
879.0: (move_down_left agent2)
880.0: (move_down_left agent2)
881.0: (move_left agent2)
882.0: (move_down agent2)
883.0: (move_down agent2)
884.0: (pour agent2 plant15)
885.0: (move_up agent2)
886.0: (move_up agent2)
887.0: (move_up agent2)
888.0: (move_up agent2)
889.0: (move_up_right agent2)
890.0: (move_up_right agent2)
891.0: (move_up_right agent2)
892.0: (move_up_right agent2)
893.0: (move_down_right agent2)
894.0: (load agent2 tap1)
895.0: (move_up_left agent2)
896.0: (move_down_left agent2)
897.0: (move_down_left agent2)
898.0: (move_up_left agent2)
899.0: (move_up_left agent2)
900.0: (pour agent1 plant2)
901.0: (move_down_left agent1)
902.0: (move_up_left agent1)
903.0: (move_down_left agent1)
904.0: (move_down_left agent1)
905.0: (load agent1 tap1)
906.0: (move_up_right agent1)
907.0: (move_up_right agent1)
908.0: (move_right agent1)
909.0: (move_right agent1)
910.0: (move_down agent2)
911.0: (move_down agent2)
912.0: (move_down agent2)
913.0: (move_down agent2)
914.0: (move_down agent2)
915.0: (pour agent1 plant2)
916.0: (move_down_left agent1)
917.0: (move_up_left agent1)
918.0: (move_down_left agent1)
919.0: (move_down_left agent1)
920.0: (load agent1 tap1)
921.0: (move_up_right agent1)
922.0: (move_up_right agent1)
923.0: (move_right agent1)
924.0: (move_right agent1)
925.0: (move_up agent2)
926.0: (move_up agent2)
927.0: (move_up agent2)
928.0: (move_up agent2)
929.0: (pour agent1 plant2)
930.0: (move_down_left agent1)
931.0: (move_down_left agent1)
932.0: (move_up agent2)
933.0: (move_up agent1)
934.0: (move_up agent1)
935.0: (move_down_left agent1)
936.0: (move_down_left agent1)
937.0: (load agent1 tap1)
938.0: (move_up_right agent1)
939.0: (move_up_right agent1)
940.0: (move_right agent1)
941.0: (move_right agent1)
942.0: (pour agent1 plant2)
943.0: (move_down_left agent1)
944.0: (move_up_left agent1)
945.0: (move_down_left agent1)
946.0: (move_down_left agent1)
947.0: (load agent1 tap1)
948.0: (move_up_right agent1)
949.0: (move_up_right agent1)
950.0: (move_right agent1)
951.0: (move_right agent1)
952.0: (pour agent1 plant2)
953.0: (move_left agent1)
954.0: (move_left agent1)
955.0: (move_down_left agent1)
956.0: (move_down_left agent1)
957.0: (load agent1 tap1)
958.0: (move_up_right agent1)
959.0: (move_up_right agent1)
960.0: (move_right agent1)
961.0: (move_right agent1)
962.0: (move_up agent2)
963.0: (pour agent2 plant7)
964.0: (move_down_right agent2)
965.0: (move_up_right agent2)
966.0: (move_right agent2)
967.0: (move_down_right agent2)
968.0: (move_down_right agent2)
969.0: (move_down_right agent2)
970.0: (load agent2 tap1)
971.0: (move_up_left agent2)
972.0: (move_down_left agent2)
973.0: (move_down_left agent2)
974.0: (move_up_left agent2)
975.0: (move_up_left agent2)
976.0: (pour agent1 plant2)
977.0: (move_down_left agent1)
978.0: (move_up_left agent1)
979.0: (move_down_left agent1)
980.0: (move_down_left agent1)
981.0: (load agent1 tap1)
982.0: (move_up_right agent1)
983.0: (move_up_right agent1)
984.0: (move_right agent1)
985.0: (move_right agent1)
986.0: (move_down agent2)
987.0: (move_down agent2)
988.0: (move_down agent2)
989.0: (move_down agent2)
990.0: (move_down agent2)
991.0: (pour agent1 plant2)
992.0: (move_left agent1)
993.0: (move_down_left agent1)
994.0: (move_down_left agent1)
995.0: (move_left agent1)
996.0: (load agent1 tap1)
997.0: (move_up_right agent1)
998.0: (move_up_right agent1)
999.0: (move_right agent1)
1000.0: (move_right agent1)
1001.0: (pour agent1 plant2)
1002.0: (move_up agent2)
1003.0: (move_up agent2)
1004.0: (move_up agent2)
1005.0: (move_up agent2)
1006.0: (move_up agent2)
1007.0: (pour agent2 plant7)
1008.0: (move_down_right agent2)
1009.0: (move_right agent2)
1010.0: (move_up_right agent2)
1011.0: (move_down_right agent2)
1012.0: (move_down_right agent2)
1013.0: (move_down_right agent2)
1014.0: (load agent2 tap1)
1015.0: (move_up_left agent2)
1016.0: (move_down_left agent2)
1017.0: (move_up_left agent2)
1018.0: (move_up_left agent2)
1019.0: (move_left agent2)
1020.0: (pour agent2 plant7)
1021.0: (move_down_right agent2)
1022.0: (move_down_right agent2)
1023.0: (move_down_right agent2)
1024.0: (move_down_right agent2)
1025.0: (move_down_right agent2)
1026.0: (move_down_right agent2)
1027.0: (move_up_left agent2)
1028.0: (move_up_right agent2)
1029.0: (move_up agent2)
1030.0: (load agent2 tap1)
1031.0: (move_down_left agent2)
1032.0: (move_up_left agent2)
1033.0: (move_left agent2)
1034.0: (move_down_left agent2)
1035.0: (move_down_left agent2)
1036.0: (move_down_left agent2)
1037.0: (pour agent2 plant8)
1038.0: (move_right agent2)
1039.0: (move_right agent2)
1040.0: (move_right agent2)
1041.0: (move_up_right agent2)
1042.0: (move_up_right agent2)
1043.0: (move_up_right agent2)
1044.0: (load agent2 tap1)
1045.0: (move_down_left agent2)
1046.0: (move_down_left agent2)
1047.0: (move_down_left agent2)
1048.0: (move_left agent2)
1049.0: (move_left agent2)
1050.0: (move_left agent2)
1051.0: (pour agent2 plant8)
1052.0: (move_right agent2)
1053.0: (move_right agent2)
1054.0: (move_right agent2)
1055.0: (move_up_right agent2)
1056.0: (move_up_right agent2)
1057.0: (move_up_right agent2)
1058.0: (load agent2 tap1)
1059.0: (move_down_left agent2)
1060.0: (move_left agent2)
1061.0: (move_left agent2)
1062.0: (move_down_left agent2)
1063.0: (move_down_left agent2)
1064.0: (move_left agent2)
1065.0: (pour agent2 plant8)
1066.0: (move_right agent2)
1067.0: (move_right agent2)
1068.0: (move_right agent2)
1069.0: (move_up_right agent2)
1070.0: (move_up_right agent2)
1071.0: (move_up_right agent2)
1072.0: (load agent2 tap1)
1073.0: (move_down_left agent2)
1074.0: (move_down_left agent2)
1075.0: (move_down_left agent2)
1076.0: (move_left agent2)
1077.0: (move_left agent2)
1078.0: (move_left agent2)
1079.0: (pour agent2 plant8)
1080.0: (move_right agent2)
1081.0: (move_right agent2)
1082.0: (move_right agent2)
1083.0: (move_up_right agent2)
1084.0: (move_up_right agent2)
1085.0: (move_up_right agent2)
1086.0: (load agent2 tap1)
1087.0: (move_down_left agent2)
1088.0: (move_down_left agent2)
1089.0: (move_down_left agent2)
1090.0: (move_left agent2)
1091.0: (move_left agent2)
1092.0: (move_left agent2)
1093.0: (pour agent2 plant8)
1094.0: (move_right agent2)
1095.0: (move_right agent2)
1096.0: (move_right agent2)
1097.0: (move_up_right agent2)
1098.0: (move_up_right agent2)
1099.0: (move_up_right agent2)
1100.0: (load agent2 tap1)
1101.0: (move_down_left agent2)
1102.0: (move_left agent2)
1103.0: (move_up_left agent2)
1104.0: (move_down_left agent2)
1105.0: (move_down_left agent2)
1106.0: (move_down_left agent2)
1107.0: (pour agent2 plant8)
1108.0: (move_right agent2)
1109.0: (move_right agent2)
1110.0: (move_right agent2)
1111.0: (move_up_right agent2)
1112.0: (move_up_right agent2)
1113.0: (move_up_right agent2)
1114.0: (load agent2 tap1)
1115.0: (move_down_left agent2)
1116.0: (move_down_left agent2)
1117.0: (move_down_left agent2)
1118.0: (move_left agent2)
1119.0: (move_left agent2)
1120.0: (move_left agent2)
1121.0: (pour agent2 plant8)
1122.0: (move_right agent2)
1123.0: (move_right agent2)
1124.0: (move_right agent2)
1125.0: (move_up_right agent2)
1126.0: (move_up_right agent2)
1127.0: (move_up_right agent2)
1128.0: (load agent2 tap1)
1129.0: (move_down_left agent2)
1130.0: (move_down_left agent2)
1131.0: (move_down_left agent2)
1132.0: (move_left agent2)
1133.0: (move_left agent2)
1134.0: (move_left agent2)
1135.0: (pour agent2 plant8)
1136.0: (move_right agent2)
1137.0: (move_right agent2)
1138.0: (move_right agent2)
1139.0: (move_up_right agent2)
1140.0: (move_up_right agent2)
1141.0: (move_up_right agent2)
1142.0: (load agent2 tap1)
1143.0: (move_down_left agent2)
1144.0: (move_down agent2)
1145.0: (move_down agent2)
1146.0: (move_down_left agent2)
1147.0: (move_up_left agent2)
1148.0: (move_up_left agent2)
1149.0: (move_up_left agent2)
1150.0: (move_down agent2)
1151.0: (move_down agent2)
1152.0: (move_down agent2)
1153.0: (pour agent2 plant8)

Plan-Length:1154
Metric (Search):1154.0
Planning Time (msec): 5145
Heuristic Time (msec): 4138
Search Time (msec): 4612
Expanded Nodes:28318
States Evaluated:70018
Fixed constraint violations during search (zero-crossing):0
Number of Dead-Ends detected:1942
Number of Duplicates detected:206485
real 5.29
user 5.08
sys 0.23
